,,,,,,,,,水質,,,,,,,,,,,,地質,,,,,底質汙染物,,,,,,,,藻礁生態系,,,,,,,,,,,,,,,
2020,5,5,SP,KS,2,KS2-M,M,14:11,29.8 ,35.0 ,8.58 ,9.93 ,131.2 ,2.50 ,0.02,0.011,0.04,0.062,,1.043 ,1.966666667,0.667,2.333,22.000,0.000,,,,,,,,,22.7,9.7,52.00,1.33,0.00,6600,200,0,900,2100,0,0,100,2100,0,
2020,5,5,SP,KS,2,KS2-L,L,14:04,28.8 ,34.4 ,8.35 ,8.58 ,111.1 ,17.10 ,0.01,0.011,0.03,0.081,,2.394 ,0.8833333333,0.333,0.667,24.000,0.667,0.049,0.21,25.4,18.6,26.7,14.3,114.0,12.60,58,14.3,18.67,61.33,0.00,5800,2200,0,2300,800,0,0,0,600,0,32
2020,5,5,SP,KS,3,KS3-H,H,14:55,29.7 ,34.9 ,8.64 ,10.23 ,134.8 ,2.70 ,0.01,0.011,0.05,0.056,,0.903 ,3.35,4.333,1.667,19.000,0.000,,,,,,,,,15,24.3,28.00,0.00,0.00,2300,1000,0,1000,1500,0,0,0,3900,0,
2020,5,5,SP,KS,3,KS3-M,M,14:47,29.1 ,34.4 ,8.60 ,10.72 ,139.8 ,5.60 ,0.01,0.011,0.04,0.062,,0.653 ,1.65,2.667,1.667,20.667,2.333,,,,,,,,,27.7,14.7,6.67,2.67,0.00,7400,700,0,1400,200,0,0,0,7200,0,
2020,5,5,SP,KS,3,KS3-L,L,14:42,29.0 ,29.9 ,8.52 ,8.25 ,107.3 ,4.80 ,0.01,0.011,0.05,0.085,,3.389 ,1.983333333,10.000,1.000,14.000,0.333,0.05,0.21,20.3,16.0,22.2,13.5,136.0,16.60,37.3,18,5.33,0.00,0.00,3100,4500,100,200,700,0,0,0,5200,0,70
2020,5,6,SP,KS,1,KS1滿,滿,10:04,27.5 ,34.4 ,8.59 ,7.98 ,101.0 ,35.90 ,0.01,0.011,0.04,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,6,SP,KS,2,KS2滿,滿,10:18,27.5 ,34.1 ,8.31 ,7.98 ,101.1 ,71.20 ,0.01,0.014,0.07,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,6,SP,KS,3,KS3滿,滿,10:27,27.4 ,34.5 ,8.33 ,7.93 ,100.3 ,26.70 ,0.01,0.011,0.03,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,6,SP,G1,,G1滿,滿,10:18,28.7 ,34.7 ,8.18 ,7.96 ,103.2 ,19.80 ,0.01,0.011,0.03,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,6,SP,G2,,G2滿,滿,10:35,28.2 ,34.7 ,8.23 ,8.27 ,105.3 ,9.10 ,0.01,0.012,0.03,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,6,SM,BY,1,BY1-H,H,16:03,32.8 ,32.5 ,8.11 ,8.35 ,115.1 ,4.50 ,0.00095,0.030,0.056,0.080,,,12.6,,,,,,,,,,,,,30,29,,,,,,,,,,,,,,
2020,7,6,SM,BY,1,BY1-M,M,16:17,33.1 ,28.3 ,8.19 ,9.36 ,130.9 ,6.40 ,0.02,0.020,0.067,0.070,,,5.216666667,,,,,,,,,,,,,48,3,,,,,,,,,,,,,,
2020,7,6,SM,BY,1,BY1-L,L,16:25,31.9 ,30.3 ,8.17 ,7.91 ,108.1 ,59.80 ,0.00095,0.050,0.096,0.070,,,2.066666667,,,,,,,,,,,,,11,15,,,,,,,,,,,,,,
2020,7,6,SM,BY,2,BY2-H,H,16:38,32.7 ,30.6 ,8.21 ,8.54 ,117.8 ,2.60 ,0.00095,0.030,0.055,0.060,,,1.966666667,,,,,,,,,,,,,51,7,,,,,,,,,,,,,,
2020,7,6,SM,BY,2,BY2-M,M,16:44,31.9 ,32.7 ,8.14 ,9.03 ,122.8 ,2.70 ,0.00095,0.030,0.054,0.050,,,2.1,,,,,,,,,,,,,5,24,,,,,,,,,,,,,,
2020,7,6,SM,BY,2,BY2-L,L,16:50,31.3 ,32.9 ,8.16 ,9.39 ,128.2 ,6.30 ,<0.01,0.015,0.049,0.050,,,0.8833333333,,,,,,,,,,,,,40,48,,,,,,,,,,,,,,
2020,7,6,SM,BY,3,BY3-H,H,17:25,31.4 ,31.6 ,8.12 ,7.98 ,107.6 ,11.10 ,0.01,0.050,0.061,0.070,,,1.116666667,,,,,,,,,,,,,33,3,,,,,,,,,,,,,,
2020,7,6,SM,BY,3,BY3-M,M,17:17,31.7 ,31.8 ,8.05 ,7.08 ,95.8 ,5.80 ,0.00095,0.090,0.063,0.080,,,0.2666666667,,,,,,,,,,,,,35,4,,,,,,,,,,,,,,
2020,7,6,SM,BY,3,BY3-L,L,16:58,31.5 ,32.9 ,8.08 ,8.40 ,114.2 ,5.30 ,0.01,0.030,0.054,0.060,,,0.7666666667,,,,,,,,,,,,,28,38,,,,,,,,,,,,,,
2020,7,7,SM,G1,1,G1-1-H,H,17:55,29.4 ,34.2 ,8.04 ,7.73 ,101.6 ,13.90 ,0.00095,0.011,0.068,0.100,,,#DIV/0!,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,
2020,7,7,SM,G1,1,G1-1-M,M,18:03,29.8 ,34.2 ,8.11 ,7.80 ,102.9 ,6.30 ,0.01,0.011,0.059,0.050,,,2.95,,,,,,,,,,,,,11,5,,,,,,,,,,,,,,
2020,7,7,SM,G1,1,G1-1-L,L,18:08,29.8 ,34.2 ,8.12 ,8.82 ,103.6 ,12.50 ,0.00095,0.014,0.066,0.040,,,0.3,,,,,,,,,,,,,30,14,,,,,,,,,,,,,,
2020,7,,SM,G1,2,G1-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,
2020,7,,SM,G1,2,G1-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,,,,,,,,,,,
2020,7,,SM,G1,2,G1-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,34,12,,,,,,,,,,,,,,
2020,7,7,SM,G1,3,G1-3-H,H,17:00,30.9 ,34.2 ,8.15 ,9.45 ,127.2 ,4.80 ,0.00095,0.011,0.046,0.050,,,0.4333333333,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,
2020,7,7,SM,G1,3,G1-3-M,M,17:09,30.8 ,34.1 ,8.05 ,8.51 ,114.3 ,10.50 ,0.01,0.011,0.061,0.040,,,0.7833333333,,,,,,,,,,,,,55,3,,,,,,,,,,,,,,
2020,7,7,SM,G1,3,G1-3-L,L,17:28,30.4 ,34.1 ,8.10 ,8.06 ,107.6 ,34.00 ,0.00095,0.013,0.119,0.040,,,0.7,,,,,,,,,,,,,40,7,,,,,,,,,,,,,,
2020,7,7,SM,G2,1,G2-1-H,H,17:22,30.5 ,33.9 ,8.31 ,8.83 ,117.9 ,6.30 ,0.00095,0.020,0.043,0.050,,,2.183333333,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,
2020,7,7,SM,G2,1,G2-1-M,M,17:17,30.8 ,34.0 ,8.25 ,9.16 ,122.8 ,6.00 ,0.00095,0.011,0.051,0.040,,,1.916666667,,,,,,,,,,,,,14,20,,,,,,,,,,,,,,
2020,7,7,SM,G2,1,G2-1-L,L,17:12,31.0 ,33.8 ,8.30 ,9.34 ,125.8 ,6.90 ,0.00095,0.011,0.046,0.040,,,1.583333333,,,,,,,,,,,,,45,6,,,,,,,,,,,,,,
2020,7,,SM,G2,2,G2-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,
2020,7,,SM,G2,2,G2-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,19,12,,,,,,,,,,,,,,
2020,7,,SM,G2,2,G2-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2,,,,,,,,,,,,,,
2020,7,7,SM,G2,3,G2-3-H,H,17:51,29.6 ,34.4 ,8.31 ,8.17 ,107.6 ,3.70 ,0.00095,0.011,0.041,0.060,,,1.25,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,
2020,7,7,SM,G2,3,G2-3-M,M,17:47,30.0 ,34.4 ,8.34 ,7.98 ,105.5 ,4.80 ,0.00095,0.020,0.052,0.050,,,1.233333333,,,,,,,,,,,,,3,24,,,,,,,,,,,,,,
2020,7,7,SM,G2,3,G2-3-L,L,17:38,30.7 ,33.9 ,8.28 ,8.04 ,107.7 ,36.00 ,0.00095,0.012,0.095,0.070,,,0.8,,,,,,,,,,,,,32,8,,,,,,,,,,,,,,
2020,7,6,SM,KS,1,KS1-H,H,16:22,31.6 ,34.0 ,8.36 ,9.47 ,129.2 ,1.90 ,<0.01,0.030,0.082,0.080,,,1.583333333,,,,,,,,,,,,,4.3,41.3,,,,,,,,,,,,,,
2020,7,6,SM,KS,1,KS1-M,M,16:17,31.1 ,33.4 ,8.16 ,8.05 ,108.6 ,6.30 ,0.00095,0.013,0.066,0.050,,,1.933333333,,,,,,,,,,,,,6.7,19,,,,,,,,,,,,,,
2020,7,6,SM,KS,1,KS1-L,L,16:13,31.1 ,33.4 ,7.76 ,9.14 ,123.4 ,3.00 ,0.00095,0.014,0.052,0.050,,,2.533333333,,,,,,,,,,,,,20,10,,,,,,,,,,,,,,
2020,7,6,SM,KS,2,KS2-H,H,17:04,30.7 ,34.6 ,8.35 ,8.64 ,115.5 ,0.80 ,0.00095,0.011,0.069,0.060,,,0.5333333333,,,,,,,,,,,,,9.7,16.3,,,,,,,,,,,,,,
2020,7,6,SM,KS,2,KS2-M,M,16:59,31.0 ,34.2 ,8.47 ,9.00 ,121.3 ,3.70 ,0.00095,0.013,0.046,0.060,,,1.116666667,,,,,,,,,,,,,25.3,5.3,,,,,,,,,,,,,,
2020,7,6,SM,KS,2,KS2-L,L,16:42,30.6 ,33.6 ,8.31 ,7.12 ,99.2 ,9.70 ,0.00095,0.011,0.062,0.050,,,0.6833333333,,,,,,,,,,,,,40.3,13.7,,,,,,,,,,,,,,
2020,7,6,SM,KS,3,KS3-H,H,17:30,30.4 ,33.8 ,8.19 ,6.56 ,87.4 ,6.10 ,0.01,0.014,0.066,0.070,,,1.466666667,,,,,,,,,,,,,15.3,11.3,,,,,,,,,,,,,,
2020,7,6,SM,KS,3,KS3-M,M,17:26,29.9 ,34.1 ,8.36 ,8.69 ,114.9 ,7.40 ,0.00095,0.030,0.061,0.060,,,1.45,,,,,,,,,,,,,9.7,6.7,,,,,,,,,,,,,,
2020,7,6,SM,KS,3,KS3-L,L,17:23,30.3 ,33.8 ,8.35 ,9.29 ,123.9 ,2.40 ,0.00095,0.020,0.058,0.050,,,1.766666667,,,,,,,,,,,,,26,16.7,,,,,,,,,,,,,,
2020,7,7,SM,KS,1,KS1滿,滿,12:59,30.7 ,33.5 ,8.22 ,8.08 ,108.2 ,25.50 ,0.00095,0.011,0.085,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,7,SM,KS,2,KS2滿,滿,13:15,30.5 ,33.4 ,8.18 ,7.86 ,104.9 ,23.30 ,0.00095,0.013,0.065,0.050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,7,SM,KS,3,KS3滿,滿,13:23,30.0 ,33.4 ,8.17 ,7.96 ,105.1 ,33.60 ,0.01,0.011,0.087,0.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,7,SM,G1,,G1滿,滿,12:56,31.4 ,33.9 ,8.06 ,7.48 ,102.3 ,24.60 ,0.00095,0.011,0.101,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,7,7,SM,G2,,G2滿,滿,13:18,31.2 ,34.0 ,8.03 ,7.82 ,105.6 ,14.20 ,0.00095,0.011,0.038,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,8,18,SM,BY,1,BY1-H,H,14:53,32.7 ,29.1 ,8.09 ,8.38 ,115.4 ,7.10 ,0.00095,0.05,0.06,0.060,,1.623 ,17.1,25.000,0.000,0.000,0.000,,,,,,,,,30,29,0.00,0.00,0.00,931,0,0,2879,0,0,0,85,0,0,
2020,8,18,SM,BY,1,BY1-M,M,14:45,32.5 ,34.2 ,8.18 ,10.12 ,139.2 ,10.20 ,0.01,0.011,0.06,0.030,,3.127 ,1.983333333,6.667,2.667,15.667,10.333,,,,,,,,,48,3,1.33,0.00,0.00,0,0,0,100,0,0,0,0,0,0,
2020,8,18,SM,BY,1,BY1-L,L,14:39,31.7 ,33.4 ,8.15 ,8.01 ,108.6 ,84.00 ,0.00095,0.03,0.08,0.020,,3.609 ,2.75,2.667,0.667,21.667,3.000,0.049,0.21,26.0,31.7,32.1,17.5,132,14.00,11,15,17.33,0.00,0.00,10800,900,0,600,0,0,0,400,9900,0,30
2020,8,18,SM,BY,2,BY2-H,H,15:05,34.4 ,26.0 ,8.18 ,9.11 ,129.1 ,15.50 ,0.01,0.23,0.12,0.080,,0.246 ,1.983333333,6.333,3.333,15.333,5.667,,,,,,,,,51,7,29.33,0.00,0.00,3300,700,0,0,200,0,0,0,100,0,
2020,8,18,SM,BY,2,BY2-M,M,15:12,33.4 ,34.0 ,8.14 ,8.21 ,114.6 ,28.20 ,0.00095,0.03,0.06,0.030,,2.574 ,1.7,1.000,4.500,19.500,3.833,,,,,,,,,5,24,49.33,0.00,0.00,8400,900,400,200,0,0,0,0,9700,0,
2020,8,18,SM,BY,2,BY2-L,L,15:15,31.9 ,34.3 ,8.22 ,9.59 ,103.8 ,17.70 ,0.01,0.02,0.08,0.030,,3.024 ,2.083333333,1.000,5.167,18.833,5.000,0.049,0.21,28.7,34.3,33.0,18.2,138,14.70,40,48,26.67,0.00,0.00,8600,1000,0,400,0,0,0,0,3100,0,25
2020,8,18,SM,BY,3,BY3-H,H,15:47,33.6 ,33.4 ,8.25 ,10.99 ,154.6 ,6.40 ,0.01,0.04,0.05,0.040,,4.324 ,1.783333333,1.333,0.833,22.833,0.333,,,,,,,,,33,3,52.00,12.00,0.00,4900,700,0,900,0,0,0,100,7000,0,
2020,8,18,SM,BY,3,BY3-M,M,15:27,31.8 ,34.3 ,8.08 ,7.29 ,99.3 ,17.20 ,<0.01,0.07,0.07,0.040,,1.760 ,2.016666667,2.000,0.833,22.167,2.333,,,,,,,,,35,40,21.33,2.67,0.00,5000,1200,0,300,0,0,0,500,26100,0,
2020,8,18,SM,BY,3,BY3-L,L,15:20,31.8 ,34.2 ,8.12 ,8.17 ,110.9 ,17.40 ,0.00095,0.05,0.07,0.040,,1.514 ,1.733333333,1.333,0.333,23.333,3.500,0.049,0.21,26.2,24.7,28.2,14.9,115,11.50,28,38,10.67,0.00,0.00,9400,1700,0,700,0,0,0,0,300,0,38
2020,8,19,SM,G1,1,G1-1-H,H,17:50,31.8 ,34.5 ,8.21 ,8.72 ,118.2 ,7.10 ,0.01,0.02,0.059,0.05,,6.589 ,39.5,25.000,0.000,0.000,0.000,,,,,,,,,4,0,0.00,0.00,0.00,127,0,0,254,0,0,0,0,0,0,
2020,8,19,SM,G1,1,G1-1-M,M,17:40,31.5 ,34.8 ,8.20 ,7.71 ,124.1 ,6.10 ,0.00095,0.06,0.075,0.06,,4.723 ,3.083333333,2.667,0.000,22.333,3.167,,,,,,,,,11,5,5.33,9.33,0.00,2600,0,0,0,0,0,0,100,0,0,
2020,8,19,SM,G1,1,G1-1-L,L,17:26,31.8 ,34.4 ,8.53 ,8.41 ,114.5 ,39.70 ,0.00095,0.04,0.13,0.02,,6.354 ,1.3,3.333,0.000,21.667,8.167,0.049,0.21,17.6,15.8,18.9,10.5,82.1,7.53,30,14,4.00,2.67,0.00,6500,1000,0,500,200,0,0,0,1100,0,12
2020,8,,SM,G1,2,G1-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,26.67,4.00,0.00,3200,500,0,100,0,0,0,100,500,0,
2020,8,,SM,G1,2,G1-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,1.33,48.00,0.00,500,100,0,0,0,0,0,0,1100,0,
2020,8,,SM,G1,2,G1-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10,10.67,14.67,0.00,6900,1100,0,400,0,0,0,100,3400,0,46
2020,8,19,SM,G1,3,G1-3-H,H,15:15,31.2 ,34.3 ,8.14 ,8.75 ,119.9 ,11.10 ,0.01,0.011,0.044,0.04,,2.106 ,1.316666667,0.500,0.000,24.500,7.167,,,,,,,,,1,0,14.67,0.00,0.00,4700,2300,0,300,0,0,0,0,1300,0,
2020,8,19,SM,G1,3,G1-3-M,M,16:16,32.5 ,34.3 ,8.18 ,8.32 ,114.5 ,7.70 ,0.01,0.02,0.042,0.03,,1.973 ,1.816666667,2.333,0.000,22.667,5.667,,,,,,,,,55,3,5.33,1.33,0.00,6700,1700,0,400,0,500,0,100,1200,0,
2020,8,19,SM,G1,3,G1-3-L,L,16:00,32.3 ,34.3 ,8.24 ,8.35 ,114.9 ,25.30 ,0.01,0.02,0.107,0.03,,1.231 ,1.683333333,1.833,0.000,23.167,5.667,0.05,0.21,31.9,47.7,23.8,15.3,165.0,18.10,40,7,16.00,28.00,0.00,5300,3400,0,600,0,0,0,100,5300,0,0
2020,8,19,SM,G2,1,G2-1-H,H,16:02,33.2 ,34.3 ,8.52 ,9.00 ,125.5 ,8.90 ,0.00095,0.02,0.049,0.04,,4.927 ,1.416666667,1.000,0.000,24.000,3.667,,,,,,,,,5,6,30.67,0.00,0.00,1700,1800,0,600,0,0,0,200,1200,0,
2020,8,19,SM,G2,1,G2-1-M,M,15:51,32.9 ,34.2 ,8.43 ,8.72 ,121.3 ,8.90 ,0.00095,0.02,0.035,0.04,,0.524 ,1.966666667,10.667,1.000,13.333,13.333,,,,,,,,,14,20,0.00,0.00,0.00,2100,600,0,300,0,0,0,100,1300,0,
2020,8,19,SM,G2,1,G2-1-L,L,15:39,32.9 ,34.3 ,8.47 ,8.30 ,115.3 ,11.20 ,0.00095,0.04,0.089,0.06,,6.161 ,3.066666667,11.333,0.000,13.667,13.333,0.049,0.21,19.6,46.2,22.4,13.4,108.0,18.60,45,6,0.00,0.00,0.00,6400,1600,100,700,0,0,0,100,4600,0,10
2020,8,,SM,G2,2,G2-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,1.33,0.00,0.00,2300,2300,0,1100,0,0,0,0,9400,0,
2020,8,,SM,G2,2,G2-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,5,36,0.00,0.00,0.00,4000,1800,0,600,0,0,0,0,6100,0,
2020,8,,SM,G2,2,G2-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,9,27,2.67,0.00,0.00,5400,7500,0,1100,0,0,0,0,7400,0,36
2020,8,19,SM,G2,3,G2-3-H,H,16:57,33.2 ,34.8 ,8.89 ,10.50 ,146.4 ,4.10 ,0.00095,0.03,0.035,0.04,,0.532 ,1.5,2.333,0.333,22.333,2.000,,,,,,,,,2,0,45.33,0.00,0.00,3000,1600,0,900,0,0,0,0,14000,0,
2020,8,19,SM,G2,3,G2-3-M,M,16:46,32.9 ,34.7 ,8.63 ,8.77 ,122.0 ,6.50 ,0.01,0.05,0.048,0.03,,0.480 ,1.666666667,6.667,0.000,18.333,9.667,,,,,,,,,3,24,1.33,0.00,0.00,5000,2100,0,400,200,0,0,0,7500,0,
2020,8,19,SM,G2,3,G2-3-L,L,16:30,32.7 ,34.2 ,8.52 ,8.74 ,121.0 ,14.00 ,0.01,0.03,0.074,0.04,,1.760 ,1.466666667,20.000,0.000,5.000,4.333,0.054,0.21,14.5,45.2,16.5,15.4,90.3,26.90,32,8,1.33,0.00,0.00,5100,3900,0,100,0,0,0,0,1700,0,0
2020,8,18,SM,KS,1,KS1-H,H,14:44,32.7 ,34.0 ,8.41 ,10.21 ,141.1 ,8.20 ,0.01,0.09,0.07,0.090,,3.259 ,1.45,2.333,0.667,22.000,7.333,,,,,,,,,4.3,41.3,2.67,0.00,0.00,5600,4600,0,1800,2400,0,0,300,16100,0,
2020,8,18,SM,KS,1,KS1-M,M,14:38,31.9 ,33.7 ,8.22 ,9.20 ,125.8 ,13.40 ,0.00095,0.03,0.06,0.030,,4.831 ,1.05,4.333,0.000,20.667,10.000,,,,,,,,,6.7,19,0.00,0.00,0.00,7200,2900,0,600,500,0,0,200,6900,0,
2020,8,18,SM,KS,1,KS1-L,L,14:31,32.0 ,33.8 ,7.88 ,9.41 ,127.9 ,10.10 ,0.00095,0.02,0.04,0.030,,0.422 ,2.083333333,9.000,0.333,15.667,10.667,0.049,0.21,26.0,19.9,25.0,13.4,109.0,10.60,20,10,13.33,0.00,0.00,8600,3400,0,1400,500,0,0,0,6500,0,47
2020,8,18,SM,KS,2,KS2-H,H,15:39,33.4 ,34.3 ,8.64 ,9.60 ,134.7 ,5.40 ,<0.01,0.04,0.05,0.070,,2.343 ,0.95,11.333,2.333,11.333,2.000,,,,,,,,,9.7,16.3,101.33,0.00,0.00,1400,6200,100,0,0,0,0,100,1900,0,
2020,8,18,SM,KS,2,KS2-M,M,15:33,33.5 ,34.1 ,8.78 ,9.79 ,137.7 ,5.40 ,0.01,0.03,0.05,0.040,,0.805 ,0.9333333333,1.000,4.667,19.333,2.333,,,,,,,,,25.3,5.3,138.67,1.33,0.00,5300,2900,100,1100,1100,0,0,100,3100,0,
2020,8,18,SM,KS,2,KS2-L,L,15:28,31.9 ,33.8 ,8.43 ,7.51 ,103.2 ,14.90 ,0.00095,0.04,0.06,0.040,,3.376 ,0.7,1.000,0.667,23.333,1.667,0.049,0.21,25.4,18.6,26.7,14.3,114.0,12.60,40.3,13.7,18.67,10.67,0.00,6600,2300,100,1400,0,0,0,0,3400,0,29
2020,8,18,SM,KS,3,KS3-H,H,16:13,32.1 ,23.5 ,8.58 ,7.75 ,106.5 ,12.70 ,0.01,0.07,0.06,0.030,,5.596 ,1.466666667,5.333,2.667,17.000,0.000,,,,,,,,,15.3,11.3,44.00,9.33,0.00,2800,56400,0,200,400,0,0,300,9100,0,
2020,8,18,SM,KS,3,KS3-M,M,16:10,32.2 ,35.0 ,8.91 ,8.53 ,117.2 ,2.70 ,0.00095,0.04,0.04,0.020,,3.414 ,1.666666667,15.667,0.000,9.333,0.000,,,,,,,,,9.7,6.7,14.67,0.00,0.00,3400,800,0,200,500,0,0,0,9000,0,
2020,8,18,SM,KS,3,KS3-L,L,16:01,32.6 ,34.1 ,8.56 ,7.34 ,101.7 ,8.30 ,0.00095,0.05,0.06,0.040,,3.718 ,1.066666667,9.667,5.000,10.333,0.000,0.05,0.21,20.3,16.0,22.2,13.5,136.0,16.60,26,16.7,8.00,2.67,0.00,4300,1300,0,100,400,0,0,200,3500,0,91
2020,8,19,SM,KS,1,KS1滿,滿,11:30,31.0 ,33.9 ,8.24 ,7.57 ,101.9 ,12.50 ,0.00095,0.03,0.083,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,8,19,SM,KS,2,KS2滿,滿,11:36,31.0 ,32.0 ,8.24 ,7.39 ,99.5 ,18.00 ,0.04,0.11,0.092,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,8,19,SM,KS,3,KS3滿,滿,11:42,30.5 ,33.9 ,8.30 ,7.48 ,100.3 ,10.70 ,0.01,0.011,0.043,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,8,19,SM,G1,,G1滿,滿,11:38,32.7 ,34.2 ,8.05 ,7.31 ,100.9 ,25.20 ,0.00095,0.03,0.139,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,8,19,SM,G2,,G2滿,滿,12:01,31.9 ,34.4 ,8.04 ,7.40 ,100.1 ,23.00 ,0.00095,0.02,0.133,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,9,23,A,BY,1,BY1-H,H,9:16,29.5 ,32.5 ,8.09 ,9.17 ,119.2 ,12.7 ,0.03,0.39,0.09,0.146,,,3.316666667,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,
2020,9,23,A,BY,1,BY1-M,M,9:22,29.8 ,33.2 ,8.24 ,9.82 ,129.4 ,15.4 ,0.01,0.18,0.05,0.111,,,3.483333333,,,,,,,,,,,,,45,8,,,,,,,,,,,,,,
2020,9,23,A,BY,1,BY1-L,L,9:27,28.9 ,33.0 ,8.17 ,9.19 ,118.7 ,34.1 ,0.02,0.39,0.05,0.195,,,1.183333333,,,,,,,,,,,,,10,38,,,,,,,,,,,,,,
2020,9,23,A,BY,2,BY2-H,H,9:13,30.0 ,30.3 ,8.11 ,9.84 ,129.9 ,5.5 ,0.02,0.42,0.05,0.12,,,1,,,,,,,,,,,,,31,0,,,,,,,,,,,,,,
2020,9,23,A,BY,2,BY2-M,M,9:19,28.5 ,33.3 ,8.14 ,9.64 ,124.3 ,30.0 ,0.03,0.38,0.07,0.212,,,1.45,,,,,,,,,,,,,35,1,,,,,,,,,,,,,,
2020,9,23,A,BY,2,BY2-L,L,9:24,29.0 ,33.8 ,8.20 ,9.04 ,117.5 ,41.3 ,0.03,0.39,0.08,0.348,,,1.183333333,,,,,,,,,,,,,11,7,,,,,,,,,,,,,,
2020,9,23,A,BY,3,BY3-H,H,9:45,29.1 ,33.5 ,8.19 ,8.68 ,115.6 ,20.1 ,0.02,0.4,0.08,0.195,,,1.6,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,
2020,9,23,A,BY,3,BY3-M,M,9:37,27.9 ,33.4 ,8.03 ,9.24 ,117.4 ,22.8 ,0.02,0.43,0.09,0.199,,,1.45,,,,,,,,,,,,,60,0,,,,,,,,,,,,,,
2020,9,23,A,BY,3,BY3-L,L,9:33,27.8 ,33.4 ,8.06 ,8.82 ,111.8 ,29.2 ,0.02,0.42,0.05,0.146,,,0.4833333333,,,,,,,,,,,,,20,8,,,,,,,,,,,,,,
2020,9,22,A,G1,1,G1-1-H,H,8:10,27.3 ,34.2 ,8.00 ,8.52 ,107.2 ,36.6 ,0.02,0.2,0.07,0.202,,,42.33333333,,,,,,,,,,,,,35,0,,,,,,,,,,,,,,
2020,9,22,A,G1,1,G1-1-M,M,8:02,27.1 ,33.9 ,8.00 ,8.44 ,102.5 ,32.3 ,0.02,0.19,0.06,0.302,,,1.766666667,,,,,,,,,,,,,30,15,,,,,,,,,,,,,,
2020,9,22,A,G1,1,G1-1-L,L,7:50,27.6 ,33.9 ,8.12 ,9.78 ,123.7 ,34.2 ,0.02,0.2,0.05,0.252,,,0.4666666667,,,,,,,,,,,,,17,0,,,,,,,,,,,,,,
2020,9,,A,G1,2,G1-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,,,,,,,,,,,,,,
2020,9,,A,G1,2,G1-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,,,,,,,,,,,,,,
2020,9,,A,G1,2,G1-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,,,,,,,,,,,,,,
2020,9,22,A,G1,3,G1-3-H,H,7:30,27.0 ,33.8 ,8.04 ,9.29 ,116.2 ,19.8 ,0.02,0.21,0.07,0.138,,,0.9833333333,,,,,,,,,,,,,68,0,,,,,,,,,,,,,,
2020,9,22,A,G1,3,G1-3-M,M,7:21,28.3 ,34.0 ,7.86 ,7.97 ,101.6 ,24.7 ,0.02,0.14,0.04,0.229,,,1.516666667,,,,,,,,,,,,,27,0,,,,,,,,,,,,,,
2020,9,22,A,G1,3,G1-3-L,L,7:11,28.2 ,33.9 ,7.91 ,8.21 ,104.9 ,105.0 ,0.02,0.16,0.04,0.242,,,0.9833333333,,,,,,,,,,,,,13,0,,,,,,,,,,,,,,
